step,ee_x_b,ee_y_b,ee_z_b,radius_m,min_joint_margin,pose_err_m,manipulability,gripper
1020,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1021,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1022,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1023,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1024,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1025,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1026,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1027,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1028,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1029,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1030,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1031,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1032,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1033,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1034,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1035,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1036,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1037,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1038,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1039,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1040,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1041,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1042,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1043,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1044,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1045,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1046,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1047,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1048,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1049,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1050,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1051,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1052,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1053,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1054,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1055,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1056,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1057,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1058,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1059,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1060,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1061,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1062,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1063,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1064,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1065,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1066,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1067,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1068,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1069,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1070,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1071,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1072,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1073,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1074,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1075,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1076,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1077,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1078,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1079,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1080,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1081,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1082,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1083,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1084,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1085,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1086,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1087,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1088,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1089,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1090,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1091,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1092,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1093,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1094,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1095,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1096,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1097,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1098,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1099,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1100,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1101,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1102,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1103,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1104,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1105,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1106,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1107,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1108,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1109,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1110,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1111,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1112,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1113,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1114,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1115,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1116,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1117,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1118,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1119,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1120,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1121,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1122,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1123,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1124,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1125,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1126,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1127,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1128,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1129,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1130,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1131,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1132,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1133,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1134,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1135,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1136,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1137,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1138,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1139,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1140,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1141,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1142,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1143,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1144,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1145,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1146,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1147,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1148,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1149,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1150,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1151,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1152,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1153,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1154,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1155,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1156,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1157,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1158,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1159,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1160,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1161,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1162,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1163,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1164,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1165,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1166,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1167,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1168,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1169,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1170,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1171,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1172,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1173,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1174,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1175,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1176,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1177,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1178,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1179,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1180,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1181,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1182,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1183,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1184,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1185,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1186,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1187,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1188,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1189,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1190,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1191,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1192,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1193,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1194,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1195,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1196,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1197,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1198,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1199,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1200,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1201,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1202,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1203,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1204,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1205,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1206,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1207,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1208,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1209,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1210,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1211,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1212,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1213,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1214,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1215,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1216,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1217,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1218,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1219,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1220,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1221,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1222,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1223,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1224,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1225,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1226,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1227,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1228,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1229,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1230,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1231,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1232,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1233,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1234,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1235,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1236,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1237,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1238,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1239,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1240,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1241,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1242,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1243,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1244,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1245,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1246,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1247,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1248,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1249,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1250,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1251,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1252,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1253,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1254,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1255,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1256,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1257,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1258,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1259,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1260,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1261,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1262,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1263,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1264,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1265,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1266,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1267,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1268,0.2637,0.0617,1.2476,0.9702,0.05,0.0644,0.011662,0.035
1269,0.2637,0.0618,1.2476,0.9703,0.0499,0.0643,0.011685,0.035
1270,0.2639,0.0619,1.2476,0.9703,0.0498,0.0644,0.011715,0.035
1271,0.2643,0.0622,1.2477,0.9703,0.0498,0.0646,0.011747,0.035
1272,0.2649,0.0625,1.2477,0.9703,0.0497,0.0649,0.011782,0.035
1273,0.2659,0.0628,1.2477,0.9703,0.0496,0.0652,0.01182,0.035
1274,0.2671,0.0631,1.2478,0.9704,0.0496,0.0655,0.011861,0.035
1275,0.2686,0.0634,1.2479,0.9704,0.0497,0.0659,0.011905,0.035
1276,0.2704,0.0637,1.2479,0.9705,0.0497,0.0662,0.011956,0.035
1277,0.2724,0.0639,1.248,0.9705,0.0497,0.0664,0.01202,0.035
1278,0.2747,0.0641,1.2481,0.9706,0.0498,0.0666,0.012098,0.035
1279,0.2772,0.0643,1.2482,0.9706,0.0499,0.0668,0.012193,0.035
1280,0.2798,0.0644,1.2483,0.9707,0.0499,0.0669,0.01231,0.035
1281,0.2825,0.0645,1.2484,0.9707,0.0499,0.067,0.012451,0.035
1282,0.2853,0.0646,1.2485,0.9708,0.05,0.0672,0.012619,0.035
1283,0.2881,0.0647,1.2486,0.9709,0.05,0.0673,0.012814,0.035
1284,0.2909,0.0648,1.2487,0.9709,0.05,0.0674,0.013037,0.035
1285,0.2937,0.065,1.2488,0.971,0.05,0.0676,0.013288,0.035
1286,0.2964,0.0652,1.2488,0.971,0.05,0.0678,0.013567,0.035
1287,0.2991,0.0654,1.2489,0.9711,0.05,0.0681,0.013873,0.035
1288,0.3018,0.0657,1.2489,0.9711,0.05,0.0684,0.014204,0.035
1289,0.3044,0.066,1.2489,0.9711,0.0499,0.0688,0.014557,0.035
1290,0.307,0.0665,1.2489,0.9712,0.0499,0.0692,0.014933,0.035
1291,0.3095,0.067,1.2488,0.9712,0.0499,0.0697,0.015331,0.035
1292,0.3121,0.0675,1.2488,0.9712,0.0499,0.0703,0.015748,0.035
1293,0.3146,0.0681,1.2487,0.9712,0.0498,0.0709,0.016181,0.035
1294,0.3172,0.0688,1.2486,0.9712,0.0498,0.0716,0.016631,0.035
1295,0.3198,0.0695,1.2485,0.9712,0.0498,0.0723,0.017096,0.035
1296,0.3225,0.0702,1.2484,0.9712,0.0497,0.0731,0.017576,0.035
1297,0.3252,0.071,1.2483,0.9712,0.0497,0.0739,0.018069,0.035
1298,0.3281,0.0719,1.2481,0.9712,0.0497,0.0748,0.018574,0.035
1299,0.331,0.0727,1.248,0.9712,0.0497,0.0757,0.019088,0.035
1300,0.3341,0.0736,1.2478,0.9712,0.0497,0.0766,0.019612,0.035
1301,0.3373,0.0745,1.2475,0.9711,0.0497,0.0776,0.020138,0.035
1302,0.3407,0.0754,1.2473,0.9711,0.0498,0.0787,0.020663,0.035
1303,0.3441,0.0762,1.247,0.971,0.0499,0.0798,0.021191,0.035
1304,0.3476,0.0772,1.2467,0.9709,0.05,0.0809,0.021719,0.035
1305,0.3512,0.0781,1.2463,0.9708,0.05,0.0821,0.022247,0.035
1306,0.3548,0.0791,1.2459,0.9707,0.05,0.0833,0.022769,0.035
1307,0.3584,0.0801,1.2455,0.9706,0.05,0.0847,0.023283,0.035
1308,0.3621,0.0813,1.245,0.9704,0.0499,0.0862,0.023785,0.035
1309,0.3659,0.0825,1.2444,0.9702,0.0498,0.0878,0.024268,0.035
1310,0.3698,0.0839,1.2438,0.97,0.0497,0.0895,0.024731,0.035
1311,0.3737,0.0853,1.2431,0.9697,0.0495,0.0914,0.02517,0.035
1312,0.3778,0.0869,1.2424,0.9694,0.0494,0.0934,0.025582,0.035
1313,0.3821,0.0884,1.2415,0.9691,0.0493,0.0955,0.025967,0.035
1314,0.3866,0.0899,1.2406,0.9687,0.0492,0.0977,0.026322,0.035
1315,0.3913,0.0914,1.2396,0.9683,0.049,0.1,0.02665,0.035
1316,0.3964,0.0926,1.2386,0.9679,0.049,0.1023,0.02695,0.035
1317,0.4017,0.0937,1.2375,0.9674,0.0489,0.1047,0.027225,0.035
1318,0.4074,0.0945,1.2363,0.967,0.0489,0.1069,0.027477,0.035
1319,0.4134,0.0949,1.2351,0.9665,0.0489,0.1092,0.027711,0.035
1320,0.4197,0.0949,1.2339,0.9661,0.049,0.1113,0.027929,0.035
1321,0.4263,0.0945,1.2326,0.9656,0.0491,0.1134,0.028137,0.035
1322,0.4331,0.0936,1.2313,0.9651,0.0492,0.1153,0.028339,0.035
1323,0.4401,0.0923,1.2299,0.9646,0.0494,0.1172,0.028536,0.035
1324,0.4472,0.0905,1.2285,0.9641,0.0494,0.1191,0.028731,0.035
1325,0.4543,0.0883,1.227,0.9635,0.0495,0.121,0.028922,0.035
1326,0.4616,0.0857,1.2254,0.963,0.0494,0.1229,0.029109,0.035
1327,0.469,0.0826,1.2238,0.9624,0.0494,0.1248,0.029289,0.035
1328,0.4764,0.0791,1.2221,0.9618,0.0494,0.1267,0.029462,0.035
1329,0.4839,0.075,1.2204,0.9612,0.0494,0.1288,0.029626,0.035
1330,0.4914,0.0704,1.2186,0.9605,0.0494,0.1309,0.029782,0.035
1331,0.4988,0.0653,1.2168,0.9599,0.0494,0.133,0.029929,0.035
1332,0.5061,0.0597,1.2149,0.9592,0.0495,0.1352,0.030063,0.035
1333,0.5131,0.0535,1.213,0.9585,0.0494,0.1374,0.03018,0.035
1334,0.5199,0.0468,1.211,0.9578,0.0494,0.1396,0.030277,0.035
1335,0.5263,0.0395,1.2091,0.9571,0.0498,0.1419,0.030319,0.035
1336,0.5322,0.0321,1.2073,0.9565,0.0501,0.144,0.030328,0.035
1337,0.5372,0.0256,1.2058,0.956,0.0502,0.1458,0.030322,0.035
1338,0.5409,0.0209,1.2044,0.9555,0.0472,0.147,0.030259,0.035
1339,0.5436,0.0183,1.2032,0.955,0.0448,0.1475,0.030102,0.035
1340,0.5456,0.0177,1.2023,0.9546,0.0447,0.1476,0.029885,0.035
1341,0.5474,0.0184,1.2016,0.9544,0.0456,0.1477,0.029656,0.035
1342,0.5491,0.0203,1.2008,0.9541,0.0469,0.1477,0.0294,0.035
1343,0.5505,0.0231,1.2,0.9538,0.0483,0.1477,0.029129,0.035
1344,0.5519,0.0258,1.1991,0.9534,0.0495,0.1478,0.028868,0.035
1345,0.5536,0.028,1.1983,0.9531,0.0498,0.1481,0.028628,0.035
1346,0.5551,0.0301,1.1975,0.9528,0.0498,0.1482,0.028374,0.035
1347,0.556,0.0325,1.1968,0.9524,0.0499,0.1478,0.028068,0.035
1348,0.5564,0.0344,1.1962,0.952,0.0495,0.1468,0.027742,0.035
1349,0.5565,0.0355,1.1961,0.952,0.0499,0.1454,0.027414,0.035
1350,0.5559,0.0366,1.1963,0.9521,0.05,0.1432,0.027011,0.035
1351,0.5541,0.0381,1.1966,0.9519,0.0494,0.1399,0.026508,0.035
1352,0.5514,0.0388,1.1974,0.952,0.0493,0.1356,0.025987,0.035
1353,0.5483,0.0388,1.1989,0.9527,0.05,0.1304,0.025427,0.035
1354,0.5438,0.0392,1.2006,0.9531,0.0528,0.1242,0.024628,0.035
1355,0.5364,0.0387,1.2038,0.9544,0.053,0.1147,0.023319,0.035
1356,0.5242,0.0362,1.2097,0.957,0.0521,0.0996,0.02187,0.035
1357,0.5094,0.0324,1.2171,0.9608,0.0526,0.0815,0.020765,0.0351
1358,0.4963,0.0317,1.2234,0.9642,0.0531,0.0669,0.020277,0.0351
