radius_m,manipulability,ee_x,ee_y,ee_z
0.1467,0.040122,0.3525,0.1453,0.2881
0.7678,0.044372,0.0382,-0.289,0.9355
0.7457,0.054606,0.3697,-0.1771,1.0004
1.1069,0.022281,-0.1615,0.1071,1.2771
0.737,0.137445,0.1064,0.6585,0.5558
0.2708,0.044178,0.3132,0.2549,0.3857
0.8994,0.031607,0.561,0.8178,0.5723
0.4663,0.043531,0.6759,0.136,0.5356
0.8446,0.080225,-0.2425,-0.1584,0.8988
1.1179,0.035651,0.3089,-0.1434,1.3879
0.5648,0.068869,-0.1273,-0.1085,0.621
0.9708,0.059838,0.9754,0.4694,0.8112
0.9652,0.024298,0.3926,0.076,1.2389
0.5519,0.070016,0.4896,0.4339,0.5772
0.6494,0.082679,0.4604,0.4697,0.708
0.7874,0.112825,0.7964,-0.4009,0.7453
0.8026,0.047876,0.8578,-0.1917,0.8307
0.4247,0.075554,0.6947,0.0325,0.4542
0.7614,0.073295,0.5657,-0.4959,0.7919
0.9305,0.101821,-0.0379,0.3791,1.0588
1.0175,0.069567,-0.1483,-0.4007,1.0934
0.8792,0.057075,0.6094,-0.7747,0.5511
0.4756,0.052393,-0.07,0.0242,0.5676
0.6223,0.027629,0.1576,-0.1002,0.8745
0.9387,0.0287,0.2999,0.2394,1.1891
1.0075,0.047442,0.6656,0.1705,1.2075
1.1666,0.022217,0.5466,0.1157,1.4167
0.7964,0.074382,0.2747,-0.1231,1.0652
1.0976,0.050584,0.6977,-0.18,1.2893
0.8196,0.086043,-0.0617,-0.6359,0.6312
0.6423,0.031066,-0.2039,0.1168,0.6513
0.3663,0.04722,0.1279,0.2487,0.4862
0.6606,0.077039,0.0071,0.5738,0.431
1.0195,0.031316,0.9263,0.5019,0.9212
0.8492,0.053767,0.2462,-0.4561,0.9901
0.504,0.068699,0.4834,-0.3417,0.6006
0.9048,0.044142,0.6268,-0.1887,1.1043
1.0407,0.034883,0.8628,-0.5087,0.9949
0.5898,0.041716,0.513,0.1984,0.7984
0.8402,0.111087,-0.0587,0.5973,0.7502
0.8633,0.091828,0.5276,-0.5073,0.9389
1.0952,0.057573,0.2919,-0.1784,1.3595
0.9121,0.095367,0.5809,0.6138,0.9027
0.7104,0.083265,0.922,0.3359,0.4177
0.9467,0.102862,0.1292,0.3885,1.1272
0.7804,0.057764,0.5137,0.5771,0.7701
0.9232,0.051709,0.1987,-0.8286,0.66
0.9027,0.079794,-0.192,0.1564,1.0161
0.8501,0.074987,-0.1119,0.4369,0.88
0.7018,0.063396,0.1676,-0.5951,0.6145
0.5458,0.042339,0.4922,-0.2919,0.699
0.988,0.060984,0.5178,-0.7599,0.8684
0.3999,0.014026,0.1788,-0.0003,0.6583
0.7014,0.090712,0.9688,-0.2261,0.3244
1.0612,0.068407,0.31,0.4986,1.2198
0.9911,0.047666,0.0323,0.1427,1.222
1.0453,0.021075,0.2477,-0.0664,1.321
1.0674,0.027025,0.5208,-0.6787,1.0711
0.6476,0.092208,0.2643,0.6484,0.3455
0.2082,0.040729,0.4382,-0.1333,0.3646
0.8803,0.048736,0.2936,0.222,1.1331
0.6197,0.106665,0.2141,0.5739,0.5085
0.4656,0.054615,0.676,0.0605,0.5602
1.1483,0.006328,0.4377,-0.4453,1.3281
0.738,0.11978,0.6329,-0.6505,0.3738
0.8675,0.069019,0.7924,0.2427,0.9597
0.7887,0.055898,0.2208,0.5911,0.8011
0.8344,0.090093,0.1108,0.0076,1.0907
1.0369,0.063314,0.7139,0.4498,1.1246
0.8023,0.090429,-0.1818,0.0442,0.914
0.8691,0.050085,0.8153,0.1951,0.96
0.8815,0.08891,0.2088,0.3256,1.0953
0.7958,0.058107,0.7772,0.4233,0.7689
0.5038,0.113576,-0.158,-0.1758,0.221
1.0409,0.059278,0.5644,-0.4196,1.1949
1.0475,0.043029,0.2324,-0.1222,1.3169
1.0357,0.062515,0.9972,-0.1078,1.045
0.5697,0.023824,-0.0446,-0.042,0.7248
0.491,0.022989,0.5762,0.0796,0.6848
0.5214,0.111439,0.7726,-0.1983,0.1588
0.8261,0.101675,0.0724,0.6048,0.7975
0.6687,0.041006,0.8225,-0.1479,0.6789
0.702,0.073969,-0.1143,0.2328,0.7924
0.6773,0.105324,-0.267,-0.2591,0.5201
1.0118,0.071462,1.0154,-0.0716,0.9997
0.4398,0.018275,0.5279,-0.1257,0.6377
0.2481,0.094186,0.4421,0.1524,0.1313
0.7771,0.138155,0.8199,-0.3585,0.7379
0.8346,0.10077,0.0027,0.0832,1.0528
0.5425,0.042508,0.6693,0.1816,0.6446
1.0301,0.069711,0.2516,0.6303,1.0972
0.5655,0.075191,-0.1335,0.107,0.618
0.8658,0.043199,0.3899,-0.42,1.0296
0.8854,0.088164,-0.2903,-0.3318,0.8384
0.5057,0.054519,-0.0234,-0.135,0.635
0.6855,0.115174,0.5766,0.5959,0.5025
0.9529,0.027208,0.3553,-0.174,1.2147
0.8524,0.091788,1.0215,0.3129,0.6315
1.0274,0.062983,0.081,0.4255,1.1897
0.7257,0.077285,0.0471,0.4074,0.8249
0.773,0.128709,-0.1299,-0.5195,0.6402
0.9024,0.084144,0.5211,-0.6977,0.804
0.682,0.083546,-0.008,-0.5851,0.1527
0.8609,0.057193,0.7849,-0.1385,0.9823
0.5504,0.095155,-0.1362,0.0301,0.6037
0.9813,0.03066,0.4458,-0.8131,0.8032
0.6336,0.106105,-0.1029,0.434,0.501
0.9155,0.057287,0.5698,0.0817,1.1541
0.5664,0.042554,0.6511,-0.088,0.7211
0.9089,0.112517,0.2817,-0.6002,0.957
0.7952,0.063415,0.767,0.1292,0.9177
0.3576,0.018656,0.5405,-0.1986,0.4596
0.7281,0.086821,0.7959,0.028,0.8203
0.1678,0.057556,0.1794,0.1017,0.2322
1.1429,0.026226,0.4638,0.3905,1.3448
0.7986,0.063081,0.0205,0.0156,1.0249
0.8543,0.090841,0.9733,0.4754,0.5385
0.7804,0.09474,-0.2625,0.5148,0.4351
0.5111,0.052623,0.0504,0.2889,0.6182
0.9861,0.080539,0.9645,-0.3274,0.9364
0.58,0.041218,0.523,0.3415,0.7013
1.0838,0.042423,-0.3252,0.0151,1.1594
0.6119,0.06344,-0.0116,-0.0792,0.7947
0.8163,0.114077,1.0484,-0.2276,0.5335
0.4259,0.06008,0.7027,-0.0041,0.4404
0.78,0.039455,0.2025,-0.5867,0.7763
1.0399,0.081026,0.3249,0.6035,1.1307
0.4394,0.068835,0.3373,-0.425,0.3625
0.4078,0.041423,-0.0217,0.0526,0.515
1.0539,0.058364,-0.018,-0.0512,1.2805
0.8786,0.09821,0.5399,-0.076,1.1236
0.678,0.097143,-0.2723,-0.3319,0.373
0.5187,0.048296,-0.0262,-0.1727,0.634
0.4896,0.123489,-0.06,0.2811,0.1133
0.852,0.087325,0.6855,0.5041,0.8588
0.947,0.080461,-0.0737,-0.593,0.9068
1.0034,0.056878,0.7923,-0.6007,0.9175
0.8272,0.034825,0.0435,-0.4414,0.924
0.9901,0.021197,0.2771,-0.0229,1.2692
0.9518,0.034934,0.649,0.0309,1.1686
0.5167,0.021046,0.1938,-0.2177,0.7319
0.7335,0.074814,0.3366,0.4999,0.8205
1.1,0.046448,0.5573,0.1511,1.3415
1.0484,0.105894,0.3392,-0.37,1.2586
0.5547,0.061753,0.4357,0.3484,0.6966
0.1528,0.026037,0.2713,0.1141,0.3798
0.9156,0.06304,-0.1503,-0.326,0.9997
0.4798,0.089684,0.5453,-0.368,0.4681
0.7445,0.101257,-0.2922,-0.1742,0.681
0.4821,0.011342,0.4307,0.2212,0.6932
0.7269,0.064004,0.76,0.4767,0.5998
0.9362,0.125846,0.6801,-0.5409,0.9441
0.7101,0.132104,0.6724,-0.5559,0.5203
0.5712,0.04109,0.0679,0.1576,0.7747
0.748,0.055514,0.0644,0.1901,0.9621
0.8466,0.051628,0.7397,-0.433,0.8627
0.6064,0.095369,0.3976,0.5462,0.5383
0.8143,0.040723,0.135,0.412,0.9634
1.0392,0.071247,-0.0729,-0.4667,1.1237
0.6856,0.121788,0.901,-0.0177,0.6251
0.946,0.123614,0.162,-0.7086,0.8837
0.8409,0.070347,0.4074,0.4229,1.0029
0.9021,0.087018,0.7202,-0.6227,0.7808
0.906,0.105188,0.0096,0.1455,1.1234
0.4669,0.016495,0.0514,0.0606,0.6654
1.0874,0.049578,0.4388,-0.4231,1.2713
0.8452,0.056132,0.3918,0.4992,0.9604
0.8973,0.034099,0.2181,0.3348,1.1095
1.1314,0.035018,0.3942,-0.0044,1.4081
0.734,0.095095,0.2927,-0.4789,0.8318
1.125,0.043978,0.4303,-0.2783,1.3621
0.2788,0.049462,0.2626,-0.2538,0.3733
0.3416,0.013269,0.4582,0.2671,0.4401
1.1064,0.054327,0.0514,0.4931,1.2388
0.506,0.046714,0.058,-0.2569,0.6329
0.3383,0.071932,0.4481,-0.3027,0.303
1.167,0.020012,0.5461,-0.0896,1.4187
1.0106,0.105836,-0.0121,-0.0529,1.2365
1.1342,0.037552,0.3802,0.0538,1.4109
0.8,0.093541,-0.0597,0.606,0.6575
0.8572,0.154465,-0.3497,-0.1406,0.8089
0.622,0.048756,0.1038,0.2145,0.8285
0.4433,0.058218,0.632,0.179,0.5286
0.7381,0.065791,0.7285,0.1682,0.8649
0.5853,0.050464,-0.0292,-0.3251,0.6255
0.8584,0.040067,-0.1498,-0.1441,0.9901
0.8166,0.109392,0.4809,-0.6969,0.6605
0.1538,0.063296,0.1678,-0.0168,0.223
1.1488,0.024677,0.6844,-0.0736,1.3629
0.586,0.034895,0.4058,-0.3708,0.7193
1.0105,0.054622,0.0723,-0.4322,1.1599
1.1569,0.023308,0.1936,0.0856,1.4283
0.7374,0.041383,0.739,0.115,0.8688
0.969,0.093467,-0.0106,0.6299,0.9479
0.9899,0.04318,0.5857,0.1736,1.2153
0.7913,0.092496,0.2279,0.6585,0.7183
0.5034,0.041045,0.4046,0.3662,0.6171
0.7834,0.100642,0.9789,-0.2467,0.599
0.9258,0.09142,-0.3903,0.3106,0.804
0.9943,0.06599,-0.2384,-0.0881,1.1048
1.0104,0.051688,0.5628,0.5258,1.1077
1.1254,0.053238,0.6635,0.1478,1.3385
1.165,0.008855,0.3751,0.0511,1.4422
1.121,0.01707,-0.237,0.1901,1.2414
0.9704,0.087887,0.1469,-0.4339,1.1302
0.783,0.053331,-0.0063,0.3231,0.9221
0.7346,0.049056,-0.0983,0.0428,0.8902
0.8465,0.10849,-0.4158,0.1418,0.6952
1.0546,0.057094,0.4854,0.0584,1.3184
0.9448,0.098465,1.073,0.0522,0.8339
0.7673,0.044203,-0.1848,-0.3309,0.7618
0.6287,0.061192,-0.1046,0.2113,0.7061
0.8093,0.084145,0.2707,0.2486,1.0507
0.5404,0.032005,0.0242,0.3191,0.6149
1.1721,0.00681,0.5431,-0.1264,1.421
1.0338,0.06856,0.6229,0.4293,1.1688
0.5364,0.018258,0.5961,-0.0309,0.7317
0.7529,0.087792,0.2876,0.4941,0.8518
0.7108,0.065913,0.8277,0.3993,0.5638
1.1263,0.04139,0.2028,-0.0857,1.3976
0.9132,0.081478,0.4808,0.6173,0.9352
0.9059,0.106361,-0.4248,0.1034,0.8021
0.7693,0.06218,0.513,0.1917,0.9978
0.6767,0.052355,0.574,0.1429,0.8872
1.0979,0.014116,-0.19,0.4342,1.1586
0.6038,0.05666,0.2638,0.3053,0.8017
0.635,0.047429,0.5944,-0.3812,0.6956
0.4398,0.070789,0.4117,0.409,0.4196
0.9566,0.054351,-0.0184,-0.0373,1.1778
0.597,0.12127,0.627,0.4543,0.5108
0.9194,0.02422,0.4339,-0.2528,1.1537
0.7731,0.059724,0.6488,0.1738,0.9536
1.0561,0.064279,0.4897,0.5292,1.1788
0.4315,0.033374,0.4157,-0.2284,0.627
0.8544,0.068836,0.403,0.8252,0.4996
0.9769,0.107511,0.1941,0.1567,1.2382
0.9874,0.053969,0.4609,-0.3948,1.17
0.8237,0.104765,0.1154,0.7615,0.5417
0.9269,0.084202,0.8442,-0.1812,1.0136
0.2795,0.023533,0.4596,0.1034,0.4938
0.5078,0.052255,0.6268,0.0564,0.6727
0.9376,0.095884,-0.0112,-0.0796,1.1572
0.6436,0.146959,0.8486,-0.272,0.4954
1.0932,0.038708,0.6731,0.1959,1.2929
0.9521,0.117131,0.808,-0.4044,0.98
0.9906,0.045884,0.5495,-0.2749,1.1994
0.5247,0.039372,0.682,0.1541,0.6175
1.0165,0.079067,-0.1011,-0.0995,1.2042
0.6428,0.059364,0.0286,-0.3284,0.7529
0.4816,0.10316,0.2165,0.4774,0.2833
0.3098,0.046318,0.0049,0.0638,0.2815
0.8471,0.093319,0.2727,-0.6573,0.8071
1.0057,0.068839,0.3009,0.7217,0.9853
1.1875,0.001643,0.3956,-0.1046,1.4593
0.7653,0.04937,0.3479,-0.2548,0.9988
0.8517,0.101326,0.6151,-0.6693,0.701
0.4947,0.133787,0.782,0.0906,0.1633
0.9391,0.036188,-0.0493,-0.0604,1.1456
1.0989,0.05013,0.6279,0.0893,1.3282
0.818,0.122639,1.0685,0.0482,0.5806
1.1184,0.018024,0.7516,-0.381,1.2319
0.8564,0.078334,-0.3432,-0.187,0.8008
0.8728,0.112436,0.8182,-0.3228,0.9086
0.9321,0.040298,-0.2633,0.6293,0.6689
0.4326,0.096079,-0.032,-0.2529,0.3466
0.5819,0.059219,0.3337,-0.3492,0.7411
1.0684,0.041719,0.2461,0.5139,1.2172
0.9001,0.034871,0.5407,-0.0416,1.1485
0.4765,0.022835,-0.0987,-0.0841,0.5101
0.7916,0.066631,0.3248,0.0263,1.0711
0.6095,0.060419,0.1626,-0.4069,0.7049
0.5343,0.034873,0.654,0.1375,0.6658
0.6751,0.089271,0.5749,-0.401,0.7495
0.9321,0.092533,0.35,0.503,1.0668
0.2578,0.050216,0.0684,-0.0379,0.3619
0.6742,0.081803,0.7658,-0.408,0.5546
0.6975,0.069793,0.5909,-0.5125,0.6535
0.5163,0.026336,0.1565,0.1863,0.7386
0.6417,0.087039,-0.3021,-0.1902,0.2969
0.9563,0.037852,0.094,0.0572,1.2103
0.9187,0.111545,0.7906,0.6174,0.7666
0.5848,0.039952,0.5921,0.0301,0.7911
0.9201,0.024062,0.3842,0.2553,1.1621
1.0478,0.089605,0.6926,0.2331,1.2279
0.7685,0.046147,0.0405,-0.2646,0.9477
0.7185,0.07612,0.8367,0.2914,0.6746
0.6285,0.112678,0.8606,0.2666,0.429
0.6574,0.080969,0.273,0.448,0.7642
1.139,0.019102,0.0353,0.421,1.3043
0.8226,0.07611,0.0552,0.2473,1.0239
0.9938,0.066921,0.6923,0.6593,0.9221
0.8449,0.092293,-0.4299,0.3385,0.5176
0.8053,0.068561,0.87,0.3505,0.7428
0.9463,0.02695,0.4035,0.0491,1.2205
0.3052,0.02085,0.1505,-0.2176,0.4162
1.0818,0.089366,0.2897,0.3765,1.2958
0.9457,0.023243,0.4788,-0.8284,0.6937
0.9083,0.083768,0.4302,-0.6219,0.9262
0.9741,0.046485,0.2857,-0.2877,1.2089
1.0451,0.052289,-0.0999,0.5884,1.0445
0.848,0.092956,0.5752,-0.5694,0.8444
0.3613,0.029224,0.2032,-0.2337,0.5298
0.9999,0.048896,0.047,0.3103,1.1953
1.0477,0.090227,0.5518,-0.379,1.2241
0.9512,0.111754,0.0612,-0.4125,1.0981
0.8231,0.04755,0.676,0.4579,0.861
0.4617,0.065815,0.2735,-0.4169,0.4646
0.8364,0.05665,0.3402,0.4089,1.0117
0.9447,0.047188,0.508,-0.3797,1.1196
0.8076,0.091568,-0.3446,-0.0982,0.743
1.1646,0.015624,0.2155,-0.0953,1.4365
0.8372,0.089179,0.843,0.422,0.7715
1.1657,0.018893,0.267,0.1265,1.4386
0.9875,0.10766,0.1537,-0.1701,1.2394
0.5634,0.037683,0.6609,0.1766,0.6851
0.7958,0.114765,0.6512,0.6482,0.5998
0.8152,0.078524,0.3078,0.0035,1.0952
0.2846,0.090986,0.0451,-0.0196,0.1763
0.8694,0.095043,-0.2989,-0.3212,0.8092
0.9363,0.080685,1.0811,-0.0917,0.8008
0.6719,0.087166,0.6652,0.2316,0.8026
0.8736,0.082772,0.9187,-0.1436,0.8878
0.828,0.089997,0.3231,-0.2485,1.0682
0.4236,0.04426,0.298,-0.3401,0.5257
1.1526,0.027329,0.431,-0.2778,1.3907
1.1296,0.035443,0.5546,-0.2231,1.3588
1.1717,0.015875,0.3274,0.1142,1.4464
0.7719,0.074175,0.4276,0.579,0.782
0.4966,0.106568,0.4019,0.4778,0.1607
1.081,0.060418,0.7251,0.122,1.2708
1.0132,0.074207,0.2505,0.3905,1.215
0.7267,0.092253,0.1922,0.6981,0.4639
1.0356,0.065715,-0.2819,0.1301,1.1212
1.1027,0.041053,0.0356,-0.4972,1.223
0.8209,0.090474,0.6054,-0.1298,1.0336
1.1829,0.007878,0.2802,0.1727,1.4505
0.2297,0.067104,0.0983,0.0954,0.2671
0.8037,0.083432,0.0803,-0.7525,0.4219
0.9322,0.10314,-0.2869,-0.3512,0.9022
0.7432,0.103792,-0.0137,0.6705,0.3513
0.3263,0.023094,0.3286,-0.2268,0.509
0.9506,0.069864,0.6994,0.4421,1.0283
0.8462,0.064429,-0.1295,0.2628,0.9562
0.2827,0.035921,0.2522,0.246,0.416
0.9571,0.056477,-0.4606,0.2598,0.7886
0.9565,0.090196,0.7288,-0.5766,0.9129
0.963,0.069966,0.74,0.6535,0.8465
1.1808,0.012886,0.3994,0.0428,1.4567
0.669,0.035482,-0.1543,-0.2885,0.6633
0.9612,0.099772,0.4746,0.31,1.1763
0.6691,0.076192,0.3526,-0.651,0.4057
1.0809,0.061748,0.6169,-0.3428,1.2561
0.9388,0.09255,-0.182,0.5431,0.872
0.2177,0.058971,0.3869,-0.1984,0.2833
0.9486,0.079285,-0.0297,-0.6526,0.8741
0.6145,0.088611,0.1666,0.6024,0.2638
0.9399,0.078215,-0.0191,0.1968,1.1396
0.8028,0.101716,0.7179,-0.4662,0.7854
1.0514,0.057618,0.658,-0.3598,1.2023
0.8066,0.060343,0.3475,0.5697,0.8544
0.7534,0.084755,-0.1318,-0.1036,0.8813
0.5984,0.103062,-0.0352,0.4849,0.1842
0.6826,0.04552,0.4537,0.0674,0.9442
0.5207,0.062487,0.3041,0.438,0.5688
0.6978,0.041789,0.0368,0.3888,0.7951
0.7772,0.090621,0.522,-0.3659,0.9291
0.3516,0.066512,-0.0289,0.0847,0.3352
0.651,0.109904,-0.2859,-0.2335,0.1659
0.9921,0.038763,0.1448,0.1494,1.2477
0.7008,0.052143,0.313,-0.0424,0.9792
1.0635,0.058428,0.6642,0.1708,1.2685
0.7376,0.076648,0.4911,0.2935,0.9338
0.8687,0.091821,0.1905,0.6716,0.8241
0.8836,0.094613,-0.2111,-0.2757,0.937
0.3293,0.038347,0.582,-0.0291,0.461
0.9675,0.064457,-0.1677,0.6558,0.8139
0.6345,0.073034,-0.1856,-0.1102,0.6604
0.72,0.072414,-0.1359,-0.1922,0.8107
0.8466,0.052106,0.8623,0.1587,0.902
1.0233,0.058921,0.5033,-0.2962,1.2385
0.9714,0.042152,0.3931,0.3197,1.1951
0.8378,0.044887,0.7095,-0.0673,1.0123
0.6915,0.12438,0.8097,-0.472,0.2874
0.6079,0.072985,-0.2586,-0.0801,0.4806
1.0247,0.08338,0.3445,-0.6296,1.0839
0.8965,0.062535,0.556,-0.471,0.9986
0.9467,0.035317,0.0992,0.2478,1.1706
0.9197,0.124306,-0.1579,0.0578,1.0706
0.8928,0.078346,-0.014,0.4055,1.0095
0.9553,0.066391,0.6892,-0.3867,1.0641
0.5877,0.140461,0.2548,-0.5743,0.3645
0.2769,0.05968,0.495,0.2099,0.2855
0.8745,0.058202,-0.4564,-0.3183,0.5529
1.0997,0.041005,0.682,0.4861,1.1957
1.0148,0.035111,0.2334,0.0886,1.2885
0.5733,0.031565,0.5477,-0.2969,0.705
0.7357,0.041463,0.7353,0.1644,0.858
0.8666,0.121458,-0.0216,0.5657,0.852
0.3283,0.072719,0.6011,0.1546,0.2764
0.7995,0.039423,-0.2191,0.1528,0.8617
1.1033,0.016303,0.3975,0.1229,1.3734
1.0898,0.052481,-0.0395,0.3863,1.2395
0.997,0.074269,0.4387,0.65,1.0289
0.6786,0.040791,0.6703,-0.3557,0.7273
0.8136,0.060575,0.9104,0.1786,0.7996
0.5014,0.02941,0.4998,0.145,0.722
0.6664,0.07692,-0.2996,0.216,0.1093
0.7353,0.082701,0.6388,0.3168,0.8585
0.6897,0.131042,-0.3562,-0.0394,0.4567
0.9239,0.033589,0.3785,-0.3553,1.128
1.0674,0.058215,0.5452,-0.4488,1.2169
0.7183,0.120476,-0.2077,0.4679,0.4656
0.8919,0.063643,-0.2439,-0.0157,0.9796
1.1589,0.022093,0.5107,-0.2381,1.3951
0.8282,0.108217,0.9789,-0.285,0.6713
0.9959,0.080456,0.0916,0.3053,1.2043
0.7342,0.087355,0.4439,0.7265,0.2799
0.7762,0.061448,0.7598,0.4608,0.7173
0.915,0.098204,0.4884,-0.7058,0.8279
0.7602,0.130166,-0.3759,-0.2717,0.4601
1.1186,0.047282,-0.0085,0.0925,1.349
0.9294,0.016322,0.096,0.0199,1.1846
0.9498,0.035834,-0.2038,-0.6661,0.7148
0.3802,0.066183,0.1903,0.336,0.4241
1.0682,0.05583,0.0645,0.1121,1.3143
0.841,0.091603,0.5318,0.1475,1.0783
0.9849,0.056117,0.3706,-0.4482,1.1524
0.8481,0.051922,0.6242,0.3386,0.9931
0.6948,0.137727,-0.3296,0.2673,0.3582
0.8163,0.074179,0.1424,-0.3762,0.9824
0.9822,0.071556,1.075,0.0803,0.8901
0.6757,0.056286,0.1915,-0.2186,0.9068
1.0122,0.055239,0.6959,0.0484,1.2143
0.7724,0.08673,0.8535,-0.2845,0.7453
0.3449,0.096076,0.5721,-0.0234,0.061
1.0231,0.067128,-0.0748,0.1686,1.2157
0.8643,0.117047,0.3675,-0.6188,0.8758
1.1133,0.037028,0.2836,-0.2033,1.3737
0.7053,0.09442,-0.0921,0.5844,0.211
0.7598,0.126914,0.7566,-0.4812,0.6481
0.893,0.069216,0.4319,0.5933,0.9382
1.0939,0.04771,0.1622,-0.0538,1.3634
0.3234,0.05147,0.5984,-0.0305,0.4045
0.4384,0.038258,0.6241,0.1107,0.5575
0.937,0.1225,0.293,-0.4586,1.0949
0.4636,0.028426,0.4872,-0.1137,0.6884
0.5547,0.02553,0.1206,-0.1442,0.7829
1.0344,0.079133,-0.2974,0.2385,1.0898
1.1627,0.018942,0.2252,-0.2308,1.4162
0.8387,0.105714,-0.1639,-0.378,0.8636
0.6972,0.079602,0.2184,-0.6776,0.1584
0.9633,0.052076,0.6636,0.0861,1.169
0.4671,0.049412,0.4317,0.2859,0.6288
0.5757,0.048284,0.6843,-0.2391,0.6353
0.239,0.082914,0.2108,0.1816,0.1487
0.827,0.070462,-0.046,0.5116,0.8324
0.255,0.056403,0.3385,-0.2466,0.2489
0.9317,0.051056,1.1022,0.2546,0.6858
0.8185,0.033933,0.2267,0.2921,1.0424
0.9515,0.112874,0.6257,0.0141,1.1746
1.0284,0.036462,0.0222,0.4993,1.1368
0.6725,0.055719,0.4762,0.1626,0.9098
1.032,0.104173,-0.1425,0.1324,1.2024
0.5549,0.09814,0.6845,-0.3858,0.3781
1.0935,0.005845,0.4144,0.6655,1.1433
0.9175,0.03701,0.5277,-0.2736,1.1249
0.9092,0.019243,0.549,0.0386,1.1542
0.9254,0.018456,-0.1172,-0.7407,0.6355
0.6807,0.04832,0.4077,0.5618,0.6553
0.4558,0.076512,0.0844,0.3411,0.4962
1.1207,0.046824,0.2812,-0.3327,1.3487
0.9945,0.06913,0.3257,-0.6486,1.0302
0.7034,0.035498,0.2536,-0.0349,0.9807
0.4664,0.036791,0.027,0.2219,0.5873
0.577,0.048598,0.7113,-0.0962,0.674
1.1053,0.047072,0.0182,-0.4861,1.2294
0.6372,0.056247,0.4329,0.3198,0.8175
0.9138,0.045627,0.5633,-0.0151,1.1554
1.1537,0.03109,0.0085,0.1072,1.391
0.9765,0.090565,0.748,-0.4768,1.0036
0.6996,0.067861,0.5286,-0.3252,0.8543
1.1532,0.021905,-0.0359,-0.0125,1.3825
0.5246,0.061293,0.5204,-0.2957,0.651
0.4283,0.03315,0.576,-0.0768,0.5991
0.1989,0.053617,0.1879,-0.159,0.2739
1.1545,0.016112,0.2166,-0.3719,1.3683
1.0838,0.04244,0.3799,0.0853,1.3579
0.9305,0.042438,0.3987,0.3357,1.1439
0.7536,0.082554,0.0967,0.3031,0.9405
0.9958,0.052916,0.5903,-0.7423,0.8731
1.0247,0.058018,-0.1946,-0.0295,1.1758
0.9289,0.051302,0.5633,-0.3165,1.1118
0.3518,0.035861,0.5688,-0.1503,0.4494
0.4378,0.018034,0.1889,0.1368,0.6816
0.8812,0.101341,0.2962,0.5058,1.0043
1.0938,0.044531,0.0041,-0.0466,1.3313
1.0099,0.012826,-0.3121,0.5365,0.8793
1.1185,0.038448,0.7944,0.162,1.2716
0.7913,0.086951,0.9139,-0.2417,0.7174
0.5934,0.034696,0.6775,-0.1197,0.7225
0.8769,0.116513,0.5057,-0.5793,0.9023
0.6019,0.112044,-0.1824,-0.3234,0.4239
0.7395,0.096293,0.5961,-0.6712,0.348
0.6083,0.026731,0.0349,-0.2579,0.7598
1.0634,0.040295,0.3959,-0.701,1.0706
0.4289,0.11088,0.6632,-0.159,0.1162
0.5547,0.033517,0.2916,-0.3129,0.7353
1.1302,0.030556,-0.1923,0.0992,1.2919
0.6115,0.068579,0.7002,0.2543,0.6705
1.0332,0.042205,0.6117,0.7008,0.9769
0.9361,0.0442,0.4313,0.3906,1.1226
0.9525,0.090658,-0.0607,0.6411,0.888
0.3071,0.103419,0.2248,-0.2456,0.1182
0.7438,0.085041,-0.078,0.3229,0.8341
1.0575,0.050895,0.6876,-0.3339,1.2049
1.0273,0.059788,-0.1649,0.5796,0.9913
0.7518,0.086475,1.0313,0.0112,0.4619
0.9556,0.08177,-0.2637,-0.2974,0.989
1.1726,0.012157,0.0456,0.0762,1.4219
0.9028,0.046457,0.4231,-0.4021,1.0772
0.8813,0.047484,0.8176,-0.0527,0.9924
1.026,0.097956,-0.0486,0.1034,1.2392
0.5129,0.058537,0.5164,0.4082,0.5113
0.8431,0.035814,-0.0753,-0.3311,0.9555
0.6812,0.050539,0.0718,-0.0077,0.9211
1.0088,0.071002,-0.1454,0.2069,1.1611
1.1274,0.031173,0.4614,-0.4729,1.2891
0.4072,0.034507,0.59,0.0471,0.5644
0.7868,0.059876,-0.3042,0.0936,0.7736
0.8522,0.072372,0.2296,0.8148,0.5315
0.4059,0.036491,-0.0139,-0.0532,0.5286
0.4944,0.041809,0.438,0.3672,0.5864
0.8365,0.080076,0.3984,0.8138,0.4653
1.0875,0.056912,0.7747,-0.2355,1.2296
0.8215,0.1117,-0.3792,-0.2353,0.6721
1.0293,0.061806,0.151,-0.4636,1.1846
0.9668,0.036372,-0.5034,-0.2128,0.7691
1.1606,0.017692,0.4972,-0.2824,1.3876
0.4363,0.079567,0.6534,-0.2439,0.3534
0.8593,0.086579,0.5779,-0.6611,0.7491
0.5785,0.079039,0.2463,0.4949,0.5806
0.9364,0.113679,0.0595,-0.0077,1.1844
0.5233,0.027772,0.0314,0.215,0.6752
0.3891,0.085845,0.0294,-0.272,0.3131
0.8763,0.051719,-0.0443,-0.7602,0.5336
0.8407,0.05773,-0.0463,0.2636,0.9998
0.8898,0.126686,-0.2683,-0.0146,0.9629
1.0266,0.093121,0.1533,-0.4899,1.1677
0.8283,0.068039,0.2824,0.5698,0.8844
0.5251,0.019702,0.245,0.0393,0.8008
0.5875,0.108523,-0.2146,0.2416,0.4278
0.8558,0.07263,-0.406,0.4,0.5529
