step,t,a_base_lin,a_base_ang,a_ee_dx,a_ee_dy,a_ee_dz,a_grip,base_x,base_y,base_z,base_qw,base_qx,base_qy,base_qz,base_roll_deg,base_pitch_deg,base_yaw_deg,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_base_x,ee_base_y,ee_base_z,box_x,box_y,box_z,box_qw,box_qx,box_qy,box_qz,gripper,holding,grasp_event,drop_event,goal_x,goal_y,goal_z,reward,slope_reward,terminated,truncated,contact_force_n,q_dummy_base_prismatic_x_joint,q_dummy_base_prismatic_y_joint,q_dummy_base_revolute_z_joint,q_panda_joint1,q_panda_joint2,q_panda_joint3,q_panda_joint4,q_panda_joint5,q_panda_joint6,q_panda_joint7,q_panda_finger_joint1,q_panda_finger_joint2,qd_dummy_base_prismatic_x_joint,qd_dummy_base_prismatic_y_joint,qd_dummy_base_revolute_z_joint,qd_panda_joint1,qd_panda_joint2,qd_panda_joint3,qd_panda_joint4,qd_panda_joint5,qd_panda_joint6,qd_panda_joint7,qd_panda_finger_joint1,qd_panda_finger_joint2
110,40.4924,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
111,40.8459,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
112,41.1867,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
113,41.5584,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
114,41.9089,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
115,42.2621,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
116,42.6139,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
117,42.9513,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
118,43.3017,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
119,43.6423,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
120,43.9912,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
121,44.3401,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
122,44.6939,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
123,45.0517,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
124,45.401,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
125,45.7577,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
126,46.1128,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
127,46.4767,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
128,46.8257,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
129,47.1712,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
130,47.5391,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
131,47.891,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
132,48.2528,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
133,48.6278,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
134,48.9794,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
135,49.3428,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
136,49.7065,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
137,50.0718,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
138,50.4083,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
139,50.7515,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
140,51.1066,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
141,51.4584,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
142,51.8253,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
143,52.1794,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
144,52.5271,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
145,52.8801,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
146,53.2197,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
147,53.5789,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
148,53.928,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
149,54.2681,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
